ticker,date,above_ma20,above_ma200,above_ma50,atr,bb_lower,bb_middle,bb_upper,high_52w,low_52w,ma_10,ma_20,ma_200,ma_5,ma_50,ma_alignment,macd,macd_histogram,macd_signal,pct_from_high,pct_from_low,price,return_1d,return_20d,return_5d,rsi,vol_20_avg,vol_ratio,volatility,volume,label,future_return_5d
KLAC,2025-10-06,1,1,1,33.99,911.71,1041.06,1170.41,1139.71,576.53,1091.54,1041.06,802.36,1117.6,953.43,1,-53.9561,-43.1649,-10.7912,0.0,97.68,1139.71,3.46,25.38,7.1,79.32,917825,1.03,64.68,946000,0,-13.77
KLAC,2025-10-07,1,1,1,36.51,931.97,1049.41,1166.85,1139.71,576.53,1092.89,1049.41,804.51,1118.83,956.66,1,-56.7905,-45.4324,-11.3581,-4.82,88.15,1084.74,-4.82,18.2,0.57,65.37,927855,0.95,58.72,878400,0,-5.51
KLAC,2025-10-08,1,1,1,32.14,951.35,1055.91,1160.46,1139.71,576.53,1092.28,1055.91,806.67,1105.57,959.59,1,-57.7479,-46.1983,-11.5496,-6.77,84.31,1062.59,-2.04,13.93,-5.87,52.9,966015,1.53,52.28,1476000,0,-3.47
KLAC,2025-10-09,0,1,1,32.58,965.87,1060.62,1155.36,1139.71,576.53,1091.72,1060.62,808.83,1088.41,962.16,1,-58.2585,-46.6068,-11.6517,-7.57,82.73,1053.47,-0.86,9.82,-7.53,51.54,977295,1.28,47.37,1247700,0,-2.64
KLAC,2025-10-10,0,1,1,35.28,970.34,1061.55,1152.76,1139.71,576.53,1083.57,1061.55,810.6,1064.65,964.24,1,-57.0349,-45.6279,-11.407,-13.77,70.46,982.75,-6.71,1.94,-10.78,36.4,1026900,1.53,45.6,1576000,1,10.61
KLAC,2025-10-13,0,1,1,37.88,976.65,1063.36,1150.06,1139.71,576.53,1079.65,1063.36,812.48,1041.71,967.0,1,-56.3703,-45.0962,-11.2741,-10.06,77.79,1025.0,4.3,3.65,-10.06,43.72,1045970,1.17,43.35,1227000,1,7.97
KLAC,2025-10-14,0,1,1,39.7,983.08,1065.11,1147.15,1139.71,576.53,1074.37,1065.11,814.36,1029.9,969.2,1,-56.0213,-44.8171,-11.2043,-10.0,77.91,1025.71,0.07,3.55,-5.44,44.13,1059950,1.0,41.02,1055700,1,12.4
KLAC,2025-10-15,1,1,1,42.87,995.14,1069.97,1144.8,1139.71,576.53,1070.18,1069.97,816.55,1034.79,973.28,1,-57.1987,-45.7589,-11.4397,-4.62,88.54,1087.01,5.98,9.81,2.3,53.34,1089440,1.21,37.41,1313700,1,5.56
KLAC,2025-10-16,1,1,1,43.92,997.55,1072.58,1147.61,1139.71,576.53,1066.13,1072.58,818.82,1043.85,977.49,1,-58.4835,-46.7868,-11.6967,-3.59,90.59,1098.8,1.08,4.98,4.3,54.07,1049760,0.98,37.51,1031100,1,4.43
KLAC,2025-10-17,1,1,1,44.13,1000.37,1075.67,1150.96,1139.71,576.53,1066.64,1075.67,821.18,1068.64,981.38,1,-60.3841,-48.3073,-12.0768,-2.9,91.95,1106.66,0.72,5.92,12.61,54.92,1014370,0.87,37.65,879100,0,0.69
KLAC,2025-10-20,1,1,1,46.4,997.34,1079.75,1162.16,1152.89,576.53,1067.96,1079.75,823.8,1094.21,986.14,1,-60.5238,-48.4191,-12.1048,0.0,99.97,1152.89,4.18,7.62,12.48,58.01,1017260,1.06,41.21,1078500,0,2.6
KLAC,2025-10-21,1,1,1,43.06,996.18,1083.56,1170.94,1152.89,576.53,1074.23,1083.56,826.35,1118.56,990.89,1,-57.4788,-45.983,-11.4958,-0.47,99.02,1147.43,-0.47,7.12,11.87,52.22,1013020,0.74,43.69,744700,1,5.9
KLAC,2025-10-22,1,1,1,45.16,997.76,1085.84,1173.93,1152.89,576.53,1079.4,1085.84,828.64,1124.02,994.46,1,-51.6774,-41.342,-10.3355,-3.35,93.28,1114.32,-2.89,4.27,2.51,47.18,1037690,1.31,44.04,1361400,1,8.23
KLAC,2025-10-23,1,1,1,46.32,998.18,1090.84,1183.5,1159.0,576.53,1089.96,1090.84,830.98,1136.06,998.65,1,-47.3745,-37.8996,-9.4749,0.0,101.03,1159.0,4.01,9.43,5.48,56.4,1049495,0.9,46.33,946600,1,4.06
KLAC,2025-10-24,1,1,1,45.02,996.78,1096.77,1196.75,1182.82,576.53,1109.96,1096.77,833.45,1151.29,1003.2,1,-45.895,-36.716,-9.179,0.0,105.16,1182.82,2.06,11.14,6.88,54.96,1065500,0.77,49.99,825500,1,4.44
KLAC,2025-10-27,1,1,1,43.54,993.15,1104.32,1215.48,1215.13,576.53,1128.98,1104.32,836.09,1163.74,1010.0,1,-43.9129,-35.1303,-8.7826,0.0,110.77,1215.13,2.73,14.19,5.4,65.84,1075570,0.9,55.58,971100,0,-0.53
KLAC,2025-10-28,1,1,1,43.08,991.81,1110.69,1229.57,1215.13,576.53,1147.01,1110.69,838.71,1175.46,1016.46,1,-41.7018,-33.3614,-8.3404,-0.75,109.19,1206.04,-0.75,11.82,5.11,68.0,1064525,0.63,59.44,665400,0,1.09
KLAC,2025-10-29,1,1,1,44.82,985.4,1116.01,1246.62,1235.28,576.53,1161.84,1116.01,841.43,1199.65,1023.64,1,-39.7736,-31.8188,-7.9547,0.0,114.26,1235.28,2.42,9.43,10.86,71.72,1078295,1.36,65.3,1463500,0,-3.38
KLAC,2025-10-30,1,1,1,47.56,982.54,1119.77,1256.99,1235.28,576.53,1173.4,1119.77,844.0,1210.74,1030.36,1,-38.4842,-30.7874,-7.6968,-1.69,110.64,1214.41,-1.69,6.6,4.78,81.41,1133935,1.8,68.61,2037700,0,-1.72
KLAC,2025-10-31,1,1,1,46.72,982.88,1125.12,1267.37,1235.28,576.53,1183.61,1125.12,846.46,1215.92,1037.09,1,-35.9307,-28.7446,-7.1861,-2.15,109.66,1208.74,-0.47,9.73,2.19,77.66,1130515,0.78,71.12,885200,0,1.52
KLAC,2025-11-03,1,1,1,45.27,981.13,1129.1,1277.06,1235.28,576.53,1190.23,1129.1,848.82,1216.72,1044.06,1,-34.6179,-27.6943,-6.9236,-1.31,111.46,1219.14,0.86,6.97,0.33,78.29,1128490,0.8,73.98,905500,0,-2.11
KLAC,2025-11-04,1,1,1,43.19,985.5,1134.53,1283.57,1235.28,576.53,1194.84,1134.53,851.0,1214.21,1050.34,1,-31.788,-25.4304,-6.3576,-3.38,107.01,1193.49,-2.1,10.03,-1.04,67.39,1144640,1.05,74.52,1201400,0,2.05
KLAC,2025-11-05,1,1,1,44.08,992.36,1142.76,1293.16,1235.28,576.53,1206.12,1142.76,853.3,1212.58,1057.12,1,-28.2365,-22.5892,-5.6473,-0.66,112.84,1227.1,2.82,15.48,-0.66,69.56,1115895,0.81,75.2,901100,0,-2.95
KLAC,2025-11-06,1,1,1,44.79,1003.43,1150.41,1297.38,1235.28,576.53,1210.86,1150.41,855.47,1210.97,1063.47,1,-29.4182,-23.5346,-5.8836,-2.34,109.25,1206.4,-1.69,14.52,-0.66,64.63,1112450,1.06,73.49,1178800,0,-1.28
KLAC,2025-11-07,1,1,1,44.34,1034.82,1160.94,1287.05,1235.28,576.53,1211.91,1160.94,857.63,1207.9,1069.46,1,-30.0334,-24.0267,-6.0067,-3.39,106.99,1193.37,-1.08,21.43,-1.27,56.58,1090755,1.05,63.06,1142100,0,0.47
KLAC,2025-11-10,1,1,1,45.46,1058.84,1170.58,1282.33,1235.28,576.53,1212.19,1170.58,859.97,1207.66,1076.38,1,-32.3543,-25.8834,-6.4709,-1.4,111.26,1217.95,2.06,18.82,-0.1,60.79,1076810,0.88,55.87,948100,0,-6.87
KLAC,2025-11-11,1,1,1,43.74,1088.85,1178.84,1268.84,1235.28,576.53,1210.68,1178.84,862.41,1207.14,1083.27,1,-34.819,-27.8552,-6.9638,-3.59,106.56,1190.9,-2.22,16.1,-0.22,61.94,1069615,0.85,45.0,911800,0,-4.8
KLAC,2025-11-12,1,1,1,41.06,1104.64,1184.44,1264.24,1235.28,576.53,1207.05,1184.44,864.89,1201.52,1090.37,1,-35.9043,-28.7234,-7.1809,-2.94,107.96,1198.97,0.68,10.3,-2.29,57.03,1045160,0.79,39.9,824600,0,-6.33
KLAC,2025-11-13,0,1,1,42.35,1117.13,1187.59,1258.05,1235.28,576.53,1201.78,1187.59,867.14,1192.58,1096.14,1,-34.57,-27.656,-6.914,-5.95,101.5,1161.72,-3.11,5.73,-3.7,46.45,1053780,1.14,35.23,1203500,0,-3.33
KLAC,2025-11-14,0,1,1,43.05,1124.05,1188.97,1253.89,1235.28,576.53,1194.34,1188.97,869.1,1180.77,1100.73,1,-32.2852,-25.8281,-6.457,-8.17,96.75,1134.32,-2.36,2.5,-4.95,36.19,1082055,1.34,32.46,1444600,0,2.92
KLAC,2025-11-17,0,1,1,44.36,1120.47,1188.01,1255.55,1235.28,576.53,1185.79,1188.01,871.07,1163.92,1105.22,1,-27.7386,-22.1909,-5.5477,-8.22,96.64,1133.7,-0.05,-1.66,-6.92,37.27,1094455,1.21,33.77,1326500,0,-3.23
KLAC,2025-11-18,0,1,1,43.58,1115.59,1186.79,1258.0,1235.28,576.53,1178.75,1186.79,872.99,1150.36,1109.33,1,-24.1918,-19.3534,-4.8384,-9.08,94.8,1123.09,-0.94,-2.12,-5.69,28.87,1114815,1.03,35.6,1151900,0,1.21
KLAC,2025-11-19,0,1,1,39.48,1125.69,1189.45,1253.21,1235.28,576.53,1172.79,1189.45,875.08,1144.06,1114.02,1,-25.6792,-20.5434,-5.1358,-5.49,102.5,1167.46,3.95,4.77,-2.63,41.88,1094745,0.88,31.88,960000,0,-1.85
KLAC,2025-11-20,0,1,0,44.08,1113.4,1186.62,1259.85,1235.28,576.53,1162.39,1186.62,876.8,1132.2,1116.89,1,-28.7599,-23.0079,-5.752,-10.75,91.22,1102.45,-5.57,-4.88,-5.1,34.74,1106010,1.06,36.61,1171900,1,3.94
KLAC,2025-11-21,0,1,0,45.17,1099.35,1182.34,1265.33,1235.28,576.53,1152.77,1182.34,878.47,1124.76,1119.55,1,-29.0244,-23.2195,-5.8049,-11.18,90.3,1097.12,-0.48,-7.25,-3.28,32.23,1136655,1.27,41.5,1438400,1,5.65
ASML,2025-08-08,0,1,0,15.74,656.68,725.6,794.52,943.61,595.37,706.99,725.6,718.95,703.08,756.88,0,20.5759,16.4607,4.1152,-23.45,21.32,722.32,1.29,-9.93,4.71,50.8,2577055,0.4,34.46,1042900,1,4.6
ASML,2025-08-11,0,1,0,15.3,663.32,721.33,779.33,943.61,595.37,706.12,721.33,718.98,707.47,756.37,0,24.7835,19.8268,4.9567,-23.56,21.15,721.31,-0.14,-10.59,3.14,55.23,2563195,0.46,29.0,1179700,0,2.89
ASML,2025-08-12,1,1,0,15.84,681.02,717.27,753.51,943.61,595.37,708.45,717.27,719.09,717.9,756.47,0,27.252,21.8016,5.4504,-21.39,24.59,741.79,2.84,-9.87,7.56,57.76,2531305,0.58,18.12,1461800,0,0.78
ASML,2025-08-13,1,1,0,16.17,680.84,717.32,753.8,943.61,595.37,711.86,717.32,719.32,730.82,756.65,0,26.2944,21.0355,5.2589,-19.93,26.91,755.57,1.86,0.15,9.35,59.19,2092420,0.96,18.24,2011900,0,-1.58
ASML,2025-08-14,1,1,0,15.74,679.57,717.84,756.1,943.61,595.37,717.91,717.84,719.55,739.24,756.81,0,24.5616,19.6492,4.9123,-19.97,26.85,755.21,-0.05,1.38,5.9,64.42,1967365,0.8,19.13,1577400,0,-1.54
ASML,2025-08-15,1,1,0,15.34,679.15,718.22,757.28,943.61,595.37,723.14,718.22,719.7,743.21,756.8,0,24.1471,19.3177,4.8294,-21.35,24.66,742.16,-1.73,1.03,2.75,54.15,1920760,0.85,19.53,1635100,0,0.99
ASML,2025-08-18,1,1,0,14.93,678.5,719.61,760.72,943.61,595.37,727.96,719.61,719.89,748.46,756.79,0,23.5182,18.8146,4.7036,-20.78,25.56,747.55,0.73,3.87,3.64,60.33,1842565,0.59,20.55,1086400,0,0.98
ASML,2025-08-19,1,1,0,15.32,679.67,721.52,763.36,943.61,595.37,733.36,721.52,720.04,748.82,756.6,0,21.9962,17.597,4.3992,-21.2,24.9,743.61,-0.53,5.4,0.25,57.82,1727375,0.65,20.92,1121300,0,1.46
ASML,2025-08-20,1,1,0,14.25,679.64,723.14,766.65,943.61,595.37,739.21,723.14,720.36,747.6,756.19,0,20.6512,16.5209,4.1302,-20.57,25.89,749.49,0.79,4.54,-0.8,72.69,1626825,0.84,21.75,1368400,0,1.83
ASML,2025-08-21,1,1,0,14.69,679.83,723.66,767.49,943.61,595.37,741.44,723.66,720.68,743.64,755.2,0,19.6661,15.7329,3.9332,-22.07,23.52,735.4,-1.88,1.42,-2.62,67.54,1572605,0.61,21.91,952700,1,3.78
ASML,2025-08-22,1,1,1,15.87,680.39,725.84,771.29,943.61,595.37,744.7,725.84,721.08,746.19,754.62,0,18.6148,14.8918,3.723,-20.0,26.79,754.89,2.65,6.14,1.72,69.85,1529800,0.95,22.73,1456000,0,2.0
ASML,2025-08-25,1,1,1,15.23,679.94,727.06,774.19,907.71,595.37,748.01,727.06,721.5,747.57,753.98,0,18.4166,14.7333,3.6833,-16.88,26.72,754.46,-0.06,3.35,0.92,74.82,1453660,0.5,23.56,731100,0,-1.57
ASML,2025-08-26,1,1,1,15.38,679.84,729.3,778.77,907.26,595.37,750.15,729.3,721.93,751.49,754.02,0,17.3196,13.8557,3.4639,-15.88,28.19,763.2,1.16,6.22,2.63,76.17,1382020,0.62,24.73,860100,0,-4.89
ASML,2025-08-27,1,1,1,14.44,679.36,731.73,784.09,903.87,595.37,751.6,731.73,722.47,755.59,753.92,0,15.4264,12.3411,3.0853,-14.81,29.33,770.0,0.89,6.73,2.74,73.19,1368705,0.83,26.18,1140700,0,-4.31
ASML,2025-08-28,1,1,1,14.39,683.96,735.17,786.37,903.87,595.37,752.42,735.17,722.9,761.2,753.99,0,12.6311,10.1048,2.5262,-15.53,28.23,763.46,-0.85,9.9,3.82,67.14,1273365,0.77,25.6,985400,0,-3.49
ASML,2025-08-29,1,1,0,15.2,690.96,737.81,784.65,903.87,595.37,752.47,737.81,723.27,758.75,753.61,0,9.2575,7.406,1.8515,-17.84,24.73,742.62,-2.73,7.65,-1.63,57.62,1257900,1.05,23.42,1317800,0,-0.78
ASML,2025-09-02,0,1,0,15.51,695.31,739.13,782.95,903.87,595.37,750.3,739.13,723.54,753.03,753.0,0,4.9586,3.9669,0.9917,-19.7,21.92,725.85,-2.26,3.79,-3.79,44.14,1299990,1.44,21.91,1867400,1,9.7
ASML,2025-09-03,0,1,0,15.37,703.95,741.49,779.02,903.87,595.37,749.62,741.49,723.88,747.75,752.14,0,-2.9294,-2.3435,-0.5859,-18.48,23.76,736.82,1.51,6.84,-3.46,42.97,1303445,1.02,18.77,1330300,1,9.27
ASML,2025-09-04,1,1,1,16.02,714.82,744.61,774.41,872.27,595.37,750.01,744.61,724.28,744.44,750.94,0,-5.9894,-4.7915,-1.1979,-13.62,26.55,753.43,2.25,9.04,-2.15,49.4,1319145,1.16,14.9,1532700,1,6.86
ASML,2025-09-05,1,1,1,16.81,717.75,748.04,778.33,872.27,595.37,754.64,748.04,724.72,748.08,750.27,0,-9.3275,-7.462,-1.8655,-10.38,31.3,781.7,3.75,9.62,2.39,62.0,1327320,1.42,15.14,1887300,0,1.46
ASML,2025-09-08,1,1,1,17.41,717.17,751.74,786.31,872.27,595.37,758.78,751.74,725.41,758.81,750.23,1,-11.8889,-9.5111,-2.3778,-8.72,33.74,796.25,1.86,10.24,7.22,64.0,1339400,0.96,17.29,1284500,0,2.21
ASML,2025-09-09,1,1,1,17.32,717.07,755.93,794.79,872.27,595.37,763.85,755.93,726.11,774.67,750.42,1,-13.3617,-10.6893,-2.6723,-7.7,35.23,805.13,1.12,11.62,10.92,67.2,1346620,0.98,19.43,1324100,1,7.72
ASML,2025-09-10,1,1,1,17.56,717.02,758.5,799.98,872.27,595.37,766.84,758.5,726.77,785.93,750.25,1,-13.3595,-10.6876,-2.6719,-9.07,33.22,793.14,-1.49,6.92,7.64,61.8,1355245,1.21,20.74,1634300,1,10.75
ASML,2025-09-11,1,1,1,17.46,714.97,760.93,806.89,872.27,595.37,770.26,760.93,727.49,796.08,750.53,1,-14.1903,-11.3523,-2.8381,-7.81,35.07,804.16,1.39,6.43,6.73,68.9,1319540,0.98,22.98,1297800,1,9.23
ASML,2025-09-12,1,1,1,16.42,712.56,763.86,815.16,872.27,595.37,775.3,763.86,728.2,802.51,750.81,1,-15.9208,-12.7366,-3.1842,-6.7,36.7,813.87,1.21,7.77,4.12,67.13,1291655,0.79,25.65,1019700,1,7.18
ASML,2025-09-15,1,1,1,19.9,702.88,770.12,837.36,872.27,595.37,787.76,770.12,729.18,816.72,752.27,1,-17.7183,-14.1746,-3.5437,-0.57,45.67,867.3,6.56,16.86,8.92,75.06,1345015,2.01,33.62,2702300,1,7.48
ASML,2025-09-16,1,1,1,20.27,695.46,776.66,857.86,878.42,595.37,803.02,776.66,730.14,831.38,754.13,1,-21.6502,-17.3202,-4.33,0.0,47.54,878.42,1.28,17.51,9.1,75.32,1382315,1.33,40.6,1832400,1,9.04
ASML,2025-09-17,1,1,1,20.58,693.44,783.09,872.75,878.42,595.37,816.57,783.09,731.15,847.2,755.7,1,-24.6571,-19.7256,-4.9314,-0.7,46.51,872.27,-0.7,17.3,9.98,72.54,1403915,1.11,44.83,1553300,1,10.46
ASML,2025-09-18,1,1,1,24.45,683.92,792.01,900.09,927.8,595.37,834.0,792.01,732.43,871.93,758.26,1,-29.5005,-23.6004,-5.9001,0.0,55.84,927.8,6.37,23.79,15.38,79.79,1494300,2.13,54.04,3176100,1,3.85
ASML,2025-09-19,1,1,1,23.67,681.09,801.85,922.6,932.15,595.37,849.05,801.85,733.66,895.59,760.86,1,-32.2445,-25.7956,-6.4489,0.0,56.57,932.15,0.47,26.75,14.53,86.54,1567175,1.54,60.38,2410200,0,1.59
ASML,2025-09-22,1,1,1,24.1,675.63,811.99,948.35,957.8,595.37,865.2,811.99,734.89,913.69,763.98,1,-34.554,-27.6432,-6.9108,0.0,60.87,957.8,2.75,26.88,10.43,93.24,1588625,1.19,68.18,1885000,0,-0.66
ASML,2025-09-23,1,1,1,24.74,673.83,822.44,971.06,963.51,595.37,881.04,822.44,736.12,930.71,767.11,1,-37.0337,-29.627,-7.4067,0.0,61.83,963.51,0.6,27.71,9.69,93.1,1635310,1.02,74.31,1664800,0,-0.09
ASML,2025-09-24,1,1,1,24.82,676.24,831.63,987.02,963.51,595.37,896.42,831.63,737.25,945.64,769.59,1,-37.8058,-30.2446,-7.5612,-1.72,59.05,946.94,-1.72,24.07,8.56,86.8,1662340,0.84,77.7,1400700,0,2.23
ASML,2025-09-25,1,1,1,23.81,679.84,840.61,1001.37,963.51,595.37,910.96,840.61,738.44,949.99,773.49,1,-37.7848,-30.2278,-7.557,-1.45,59.49,949.55,0.28,23.32,2.34,85.37,1668935,0.76,80.38,1272600,0,1.95
ASML,2025-09-26,1,1,1,23.49,686.42,850.01,1013.6,963.51,595.37,924.73,850.01,739.66,953.86,777.62,1,-39.1569,-31.3256,-7.8314,-1.24,59.82,951.52,0.21,24.63,2.08,84.55,1667425,0.57,81.8,955200,1,5.44
ASML,2025-09-29,1,1,1,24.05,698.2,861.01,1023.82,963.51,595.37,934.26,861.01,740.94,954.83,782.18,1,-40.697,-32.5576,-8.1394,-0.09,61.68,962.61,1.17,29.62,0.5,84.7,1662225,0.73,81.41,1213800,1,7.23
ASML,2025-09-30,1,1,1,23.65,716.41,873.12,1029.84,968.09,595.37,943.22,873.12,742.25,955.74,787.15,1,-42.0236,-33.6189,-8.4047,0.0,62.6,968.09,0.57,33.37,0.48,89.69,1634035,0.8,78.36,1303600,1,7.77
ASML,2025-10-01,1,1,1,25.4,733.08,886.45,1039.81,1003.27,595.37,956.32,886.45,743.7,967.01,793.11,1,-45.248,-36.1984,-9.0496,0.0,68.51,1003.27,3.63,36.16,5.95,90.71,1665710,1.18,76.68,1963800,0,-0.1
ASML,2025-10-02,1,1,1,27.21,747.48,900.28,1053.09,1030.17,595.37,966.56,900.28,745.28,983.13,799.37,1,-50.1883,-40.1506,-10.0377,0.0,73.03,1030.17,2.68,36.73,8.49,91.32,1673530,1.01,76.4,1689100,0,-2.71
ASML,2025-10-03,1,1,1,24.32,759.87,912.81,1065.75,1032.22,595.37,976.57,912.81,746.85,999.27,805.52,1,-55.2916,-44.2333,-11.0583,0.0,73.37,1032.22,0.2,32.05,8.48,89.2,1646780,0.82,76.47,1352300,0,-4.3
ASML,2025-10-06,1,1,1,25.22,771.97,925.16,1078.35,1043.3,595.37,985.12,925.16,748.45,1015.41,812.16,1,-59.0339,-47.2271,-11.8068,0.0,75.24,1043.3,1.07,31.03,8.38,89.2,1651825,0.84,76.6,1385400,0,-10.27
ASML,2025-10-07,1,1,1,27.12,788.77,935.02,1081.27,1043.3,595.37,989.0,935.02,749.79,1022.25,817.6,1,-61.7888,-49.431,-12.3578,-3.93,68.35,1002.3,-3.93,24.49,3.53,76.52,1669010,1.0,73.12,1667800,0,-1.76
ASML,2025-10-08,1,1,1,24.16,812.31,944.75,1077.19,1043.3,595.37,993.08,944.75,751.13,1019.16,822.99,1,-63.1042,-50.4833,-12.6208,-5.32,65.92,987.81,-1.45,24.54,-1.54,64.7,1684645,1.16,66.22,1947000,0,-0.47
ASML,2025-10-09,1,1,1,24.41,837.24,953.57,1069.9,1043.3,595.37,996.18,953.57,752.48,1009.23,828.17,1,-64.4781,-51.5825,-12.8956,-6.02,64.69,980.54,-0.74,21.93,-4.82,61.69,1694555,0.88,58.16,1496000,0,0.27
ASML,2025-10-10,0,1,1,25.32,862.02,959.69,1057.36,1043.3,595.37,994.65,959.69,753.64,990.03,833.0,1,-63.4709,-50.7768,-12.6942,-10.27,57.25,936.19,-4.52,15.03,-9.3,45.21,1790265,1.64,48.84,2933900,1,7.86
ASML,2025-10-13,1,1,1,27.28,877.13,965.56,1053.98,1043.3,595.37,996.85,965.56,754.95,978.3,838.9,1,-64.9159,-51.9327,-12.9832,-5.62,65.39,984.66,5.18,13.53,-5.62,53.94,1766345,1.26,44.21,2223900,1,4.53
ASML,2025-10-14,1,1,1,27.63,891.71,970.79,1049.87,1043.3,595.37,998.36,970.79,756.27,974.48,844.57,1,-66.0521,-52.8417,-13.2104,-5.76,65.14,983.18,-0.15,11.93,-1.91,57.15,1795830,1.35,39.54,2422100,1,6.0
ASML,2025-10-15,1,1,1,30.08,911.13,977.67,1044.21,1043.3,595.37,999.02,977.67,757.74,978.88,850.98,1,-68.0947,-54.4758,-13.6189,-3.21,69.61,1009.81,2.71,15.77,2.23,60.86,1863180,1.56,33.27,2900300,0,1.51
ASML,2025-10-16,1,1,1,32.02,917.48,982.26,1047.05,1043.3,595.37,997.96,982.26,759.27,986.69,857.55,1,-70.2592,-56.2074,-14.0518,-2.27,71.25,1019.59,0.97,9.89,3.98,61.93,1801295,1.08,32.39,1938400,0,0.53
ASML,2025-10-17,1,1,1,31.82,923.54,987.12,1050.7,1043.3,595.37,997.66,987.12,760.94,1005.3,863.87,1,-71.6406,-57.3125,-14.3281,-1.34,72.88,1029.27,0.95,10.42,9.94,61.74,1763970,0.94,31.79,1663700,0,-1.72
ASML,2025-10-20,1,1,1,32.53,924.96,991.33,1057.71,1043.3,595.37,997.55,991.33,762.68,1016.8,870.27,1,-70.5802,-56.4642,-14.116,-0.11,75.04,1042.15,1.25,8.81,5.84,62.71,1733305,0.73,33.19,1271700,0,-0.87
ASML,2025-10-21,1,1,1,30.92,927.78,994.41,1061.04,1043.3,595.37,999.82,994.41,764.3,1025.17,876.34,1,-67.2477,-53.7981,-13.4495,-1.75,72.17,1025.02,-1.64,6.38,4.26,53.98,1703675,0.63,33.32,1072200,1,3.41
ASML,2025-10-22,1,1,1,30.81,934.35,997.64,1060.93,1043.3,595.37,1002.2,997.64,765.79,1025.52,881.74,1,-63.0758,-50.4607,-12.6152,-3.04,69.91,1011.57,-1.31,6.83,0.17,46.42,1700070,0.78,31.65,1328600,1,4.04
ASML,2025-10-23,1,1,1,32.36,940.59,1001.98,1063.37,1043.3,595.37,1007.79,1001.98,767.13,1028.88,887.36,1,-58.9663,-47.173,-11.7933,-0.66,74.08,1036.41,2.46,9.15,1.65,50.74,1702350,0.77,30.69,1318200,0,1.55
ASML,2025-10-24,1,1,1,31.24,947.87,1006.06,1064.26,1043.3,595.37,1017.48,1006.06,768.51,1029.65,892.91,1,-56.8623,-45.4899,-11.3725,-0.98,73.52,1033.1,-0.32,8.57,0.37,48.14,1706225,0.61,29.1,1032700,1,3.65
ASML,2025-10-27,1,1,1,30.09,951.81,1010.93,1070.05,1059.98,595.37,1025.01,1010.93,770.09,1033.22,899.27,1,-55.3382,-44.2706,-11.0676,0.0,78.04,1059.98,2.6,10.12,1.71,61.07,1708815,0.74,29.56,1265600,0,-0.07
ASML,2025-10-28,1,1,1,28.95,956.82,1015.15,1073.48,1059.98,595.37,1031.94,1015.15,771.66,1038.71,905.37,1,-53.8167,-43.0534,-10.7633,-0.71,76.78,1052.48,-0.71,8.72,2.68,62.75,1686480,0.51,29.16,856900,0,1.36
ASML,2025-10-29,1,1,1,29.59,955.69,1018.53,1081.37,1070.84,595.37,1038.04,1018.53,773.37,1050.56,911.91,1,-50.0542,-40.0434,-10.0108,0.0,79.86,1070.84,1.74,6.73,5.86,67.05,1664790,0.92,31.42,1530000,0,-3.8
ASML,2025-10-30,1,1,1,27.47,953.35,1020.79,1088.24,1075.45,595.37,1043.63,1020.79,775.07,1058.37,918.43,1,-45.1507,-36.1206,-9.0301,0.0,80.64,1075.45,0.43,4.4,3.77,80.95,1644490,0.78,33.72,1283100,0,-4.21
ASML,2025-10-31,1,1,1,25.69,952.78,1022.14,1091.51,1075.45,595.37,1046.62,1022.14,776.73,1063.6,924.91,1,-38.7486,-30.9988,-7.7497,-1.51,77.91,1059.23,-1.51,2.62,2.53,69.34,1635845,0.72,34.68,1179400,0,-1.46
ASML,2025-11-03,1,1,1,24.74,951.8,1023.32,1094.84,1075.45,595.37,1049.09,1023.32,778.32,1064.96,931.15,1,-35.5136,-28.4109,-7.1027,-0.8,79.19,1066.82,0.72,2.25,0.65,71.03,1609980,0.54,35.76,868100,0,-4.67
ASML,2025-11-04,1,1,1,23.89,953.8,1024.71,1095.62,1075.45,595.37,1049.6,1024.71,779.68,1060.5,936.66,1,-31.4663,-25.1731,-6.2933,-4.21,73.03,1030.14,-3.44,2.78,-2.12,54.87,1613345,1.08,35.46,1735100,0,0.84
ASML,2025-11-05,1,1,1,22.53,958.25,1027.51,1096.77,1075.45,595.37,1052.82,1027.51,781.09,1055.08,942.27,1,-25.6092,-20.4874,-5.1218,-2.95,75.31,1043.75,1.32,5.66,-2.53,55.68,1574465,0.74,34.63,1169400,0,-2.04
ASML,2025-11-06,0,1,1,22.5,964.12,1029.94,1095.77,1075.45,595.37,1052.1,1029.94,782.4,1045.83,947.46,1,-23.939,-19.1512,-4.7878,-4.3,72.87,1029.2,-1.39,4.96,-4.3,49.98,1553315,0.69,32.91,1073000,0,-0.66
ASML,2025-11-07,0,1,1,23.62,983.55,1033.98,1084.41,1075.45,595.37,1050.49,1033.98,783.75,1037.37,952.53,1,-22.298,-17.8384,-4.4596,-5.44,70.81,1016.96,-1.19,8.63,-3.99,44.2,1498715,1.23,25.22,1841900,0,2.0
ASML,2025-11-10,1,1,1,24.18,991.6,1036.69,1081.77,1075.45,595.37,1048.37,1036.69,785.29,1031.77,958.45,1,-22.8892,-18.3114,-4.5778,-3.41,74.48,1038.79,2.15,5.5,-2.63,53.11,1437165,0.69,22.54,992900,0,-3.06
